youtube_id,title,is_premium,serie_id,channel_name,channel_handle,language
M39caoPjSXU,"She's Not Cool, She's An Alcoholic | ZatsuTabi -That's Journey-",false,156,"Crunchyroll",@crunchyroll,ja
imhQgDP8Roc,"The Essence of Life, Sauced Katsudon | Food for the Soul",false,93,"Crunchyroll",@crunchyroll,ja
hZbFQklIOMo,"His Sister Wants To Date Him | The Shiunji Family Children",false,132,"Crunchyroll",@crunchyroll,ja
QyTyI7uQhkA,"She's on Her Grindset | I've Been Killing Slimes for 300 Years and Maxed Out My Level",false,10,"Crunchyroll",@crunchyroll,ja
vnpZHyHrTM4,"How To Properly Blackmail A Married Man | I'm Getting Married to a Girl I Hate in My Class",false,137,"Crunchyroll",@crunchyroll,ja
bU61izNDsrs,"A Master Girlfriend at Work 🙏 | Rent-a-Girlfriend",false,1,"Crunchyroll",@crunchyroll,ja
Dh-Ld-1zwpw,"She’s Got This Guy Locked Down | I Left My A-Rank Party",false,134,"Crunchyroll",@crunchyroll,ja
HusKMRW0JZk,"His Mom and Sister are Jealous | I'm Getting Married to a Girl I Hate in My Class",false,137,"Crunchyroll",@crunchyroll,ja
JNUBTE95yEs,"Gyarus are a THREAT | I'm Getting Married to a Girl I Hate in My Class",false,137,"Crunchyroll",@crunchyroll,ja
jCivYOovf2g,"What If We Kissed… During a Typhoon? 😳 | OKITSURA: Fell in Love with an Okinawan Girl",false,138,"Crunchyroll",@crunchyroll,ja
76eR48kUT94,"Look at My Tongue | OKITSURA: Fell in Love with an Okinawan Girl",false,138,"Crunchyroll",@crunchyroll,ja
0d3cHB01rrw,"Priscilla Fixes Mind Control | Re:ZERO -Starting Life in Another World-",false,107,"Crunchyroll",@crunchyroll,ja
Owab5RyfBoY,"Meet Your Future Ex Wife | I'm Getting Married to a Girl I Hate in My Class",false,137,"Crunchyroll",@crunchyroll,ja
gI8F1iz-cGM,"Co-Worker Girlfriend | Rent-a-Girlfriend",false,1,"Crunchyroll",@crunchyroll,ja
Q2cKqwP-gZ4,"Did You Fall in Love With Me? | Rent-a-Girlfriend",false,1,"Crunchyroll",@crunchyroll,ja
Imspa2CAZzA,"Osaragi-sensei's Lesson | SAKAMOTO DAYS",false,149,"Netflix Japan",@NetflixJP,ja
IWIbObH98Mc,"Momo Works at a Maid Café?! | DAN DA DAN",false,95,"Netflix Japan",@NetflixJP,ja
B63tQJlZRpM,"Chinatsu in a Maid Outfit Is Too Powerful | Blue Box",false,150,"Netflix Japan",@NetflixJP,ja
y2LVbq1e77Y,"Nirei and Suou Visit Sakura in the Hospital | WIND BREAKER",false,119,"Netflix Japan",@NetflixJP,ja
ZdGZeFf-j2A,"Kiyoka Rejects Miyo | My Happy Marriage",false,106,"Netflix Japan",@NetflixJP,ja
cDbPC2ueuqI,"Shin Greets Sakamoto During Training… Something Feels Different? | SAKAMOTO DAYS",false,149,"Netflix Japan",@NetflixJP,ja
7yP3GWbzk2g,"I Can See Your Future – Shin Awakens Fighting Death Row Inmate Sou | SAKAMOTO DAYS",false,149,"Netflix Japan",@NetflixJP,ja
omxhhJC04rY,"How Far Is Gawain’s ‘300-Yard’ Shot? | Rising Impact",false,102,"Netflix Japan",@NetflixJP,ja
p9ndk_ZPjzw,"Turbo Granny – Cursed If You Lose the Race | DAN DA DAN",false,95,"Netflix Japan",@NetflixJP,ja
o3ueO1M_lVw,"When You're Tired, Eat a Hamburger | Blue Period",false,151,"Netflix Japan",@NetflixJP,ja
ESsHsij0p9I,"Kaito Kid vs. Makoto Kyogoku | Detective Conan: The Fist of Blue Sapphire",false,152,"Netflix Japan",@NetflixJP,ja
